Direction,Stop Name,Stop Name Marathi,,,,,
UP,Sarang Society,सारंग सोसायटी,,,,,
UP,Lakshminagar Corner,लक्ष्मीनगर कॉर्नर,,,,,
UP,Shivdarshan,शिवदर्शन,,,,,
UP,Parvati Darshan,पर्वतीदर्शन,,,,,
UP,Magar College,मगर कॉलेज,,,,,
UP,Mahadevnagar Manjari,महादेव नगर मांजरी ,,,,,
UP,Ghulevasti Manjari,घुले वस्ती मांजरी ,,,,,
UP,Dhere Bungalow,ढेरे बंगला,,,,,
UP,Gopal Patti,गोपाळ पट्टी,,,,,
UP,Railway Crossing Manjri,रेल्वे कॉसिंग मांजरी ,,,,,
UP,Rangicha Odha,रंगीचा ओढा,,,,,
UP,Belhekarvasti,बेल्हेकर वस्ती,,,,,
UP,Malwadi Manjari,माळवाडी मांजरी ,,,,,
UP,Manjari Bk,मांजरी बुद्रंक,,,,,
UP,Maruti Mandir Wes,मारूती मंदिर वेश,,,,,
UP,Annasaheb Magar Vidyalay,अण्णासाहेब मगर विद्या मंदिर,,,,,
UP,Manjari Kh,मांजरी खुर्द,,,,,
UP,Mayuresh Automobiles,मयुरेश ऑटोमोबाइल्स,,,,,
UP,Sairatna,साईरत्न,,,,,
UP,Chintamani Society,चिंतामणी कॉलनी,,,,,
UP,Holi Angel Shala,होळी एंजेल शाळा,,,,,
UP,Avahalwadi,आव्हाळवाडी,,,,,
UP,Vithai Warehouse,विठाई वेअरहाऊस,,,,,
UP,Snehalay Apang Shala,स्नेहालय अपंग शाळा,,,,,
UP,Satav Park,सातव पार्क,,,,,
UP,Wagholi Bazar Tal,वाघोली बाजार तळ,,,,,
UP,Jspm College,जे एस पी एम कॉलेज,,,,,
UP,Jspm College Phata,जे एस पी एम कॉलेज फाटा,,,,,
UP,Satavnagar,सातवनगर,,,,,
UP,Siddhivinayak Vastu,सिद्धी विनायक वास्तू,,,,,
UP,Udyognagar,उद्योगनगर,,,,,
UP,Ganga Village,गंगा व्हीलेज,,,,,
UP,Chintamaninagar Sasanenagar,चिंतामणीनगर ससाणेनगर,,,,,
UP,Shivaji Putla Sasanenagar,शिवाजी पुतळा ससाणे नगर,,,,,
UP,Kale Colony,काळे कॉलनी,,,,,
UP,Chintamaninagar Handewadi Road,चिंतामणीनगर हांडेवाडी रोड,,,,,
UP,Canal,कॅनॉल,,,,,
UP,Bhatnagar,भाटनगर,,,,,
UP,Udaybaug,उदयबाग,,,,,
UP,Sopanbaug,सोपानबाग,,,,,
UP,Railway Crossing Ghorpadi,रेल्वे क्रॉसिंग घोरपडी ,,,,,
UP,Kawadenagar,कवडेनगर,,,,,
UP,Kalashankar,कलाशंकर,,,,,
UP,Vataremala,वाटरेमळा,,,,,
UP,Shirke Company,शिर्के कंपनी,,,,,
UP,Suiba Mangal Karyalay,सोयबा मंगल कार्यालय,,,,,
UP,Bhosale Garden Saswad Road,भोसले गार्डन सासवड रोड,,,,,
UP,Power House Fursungi,पॉवर हाऊस फुरसुंगी,,,,,
UP,Navlakha Godown,नवलाखा गोडवून,,,,,
UP,Saswad Road Corner,सासवड रोडकॉर्नर,,,,,
UP,Kachara Depot Urali Devachi,कचरा डेपो देवाची उरूळी,,,,,
UP,Lucky Wajankata,लकी वजनकाटा,,,,,
UP,Queen Bajal Company,क्वीन बाजल कंपनी,,,,,
UP,Dongar Matha,डोंगर माथा,,,,,
UP,Lakshminagar Handewadi Road,लक्ष्मीनगर हांडेवाडी रोड,,,,,
UP,Mayuri Mangal Karyalay,मयुरी मंगल कार्यालय,,,,,
UP,Mayuri Wajankata,मयुरी वजन काटा,,,,,
UP,Shivparvati Garden,शिव पार्वतीगार्डन,,,,,
UP,Undrigaon,उंड्रीगांव,,,,,
UP,Balaji Park,बालाजीपार्क,,,,,
UP,Matoshree Garden,मातोश्री गार्डन,,,,,
UP,Pravin Mehendi,प्रविण मेहंदी,,,,,
UP,Hanuman Mandir Pisoli,हनुमान मंदिर पिसोळी,,,,,
UP,Jakat Naka Pisoli,जकात नाका पिसोळी,,,,,
UP,Smashanbhumi,स्मशान भूमी,,,,,
UP,Hill Hila,हिल हिला,,,,,
UP,Shatrunjay Mandir,शत्रुंजय मंदिर,,,,,
UP,Mantarwadi,मंतरवाडी,,,,,
UP,Uruli Devachi Phata,उरुळी देवाची फाटा,,,,,
UP,Rautvasti,राऊतवस्‍ती,,,,,
UP,Devachi Uruli,देवाची उरूळी,,,,,
UP,Damodarnagar,दामोदरनगर,,,,,
UP,Mahadevnagar Hingne,महोदवनगर हिंगणे ,,,,,
UP,Tukainagar,तुकाईनगर,,,,,
UP,Bhansali Complex,भन्साळी कॉम्प्लेक्स,,,,,
UP,Ganganagar Saswad Road,गंगानगर सासवड रोड,,,,,
UP,Devachi Uruli Phata,देवाची उरुळी फाटा,,,,,
UP,Bhadalevasti SaswadRoad,भाडाळे वस्ती सासवड रोड,,,,,
UP,Jalindarbaug Wadki,जालिंदरबाग वडकी,,,,,
UP,10 Wa Mile Wadki,१० वा मैल वडकी ,,,,,
UP,Vadkigaon,वड्कीगाव,,,,,
UP,Gajanan Maharaj Mandir Fursungi,गजानन महाराज मंदिर फुरसुंगी,,,,,
UP,Jaibhavani Warehousing,जयभवानी वेअरहौसिंग,,,,,
UP,Suryakiran Khat Karakhan,सुर्यकिरण खत कारखाना,,,,,
UP,Nimbalkarvasti,निंबाळकरवस्ती,,,,,
UP,Trinity College,ट्रीनिटी कॉलेज,,,,,
UP,Lonigaon,लोणीगाव,,,,,
UP,Kalbhorvasti,काळभोरवस्ती,,,,,
UP,Tendulkarvasti,तेंडूलकरवस्ती,,,,,
UP,Kunjirwadi Phata,कूंजीरवाडी फाटा,,,,,
UP,Naigaon Phata,नायगांव फाटा,,,,,
UP,Robbi Farm,रोब्बी फार्म,,,,,
UP,Khurawadevasti,खोरावडेवस्ती,,,,,
UP,Badadevasti,बडदेवस्ती,,,,,
UP,Poultry Farm Sorthapwadi,पोल्ट्री फार्म सोरतापवाडी,,,,,
UP,Chaudharivasti Solapur Road,चौधरी वस्ती सोलापूर रोड ,,,,,
UP,Sortapwadi,सोरतापवाडी,,,,,
UP,Rajendra Pipe Company,राजेंद्र पाईप कंपनी,,,,,
UP,Inamdarvasti Solapur Road,इनामदार वस्ती सोलापूर रोड ,,,,,
UP,Bhosalevasti Uruli Kanchan,भोसले वस्ती ऊरूळी कांचन,,,,,
UP,Prayag Dham Phata,प्रयाग धाम फाटा,,,,,
UP,Sanasbaug,सणसबाग,,,,,
UP,Uruli Kanchan,ऊरूळी कांचन,,,,,
UP,Sawant College,सावंत कॉलेज,,,,,
UP,Girls Hostel,मुलींचे होस्टेल,,,,,
UP,Ramyanagari,रम्यनगरी,,,,,
UP,Gavhanenagar,गव्हाणेनगर,,,,,
UP,Highway Corner,हायवे कॉर्नर,,,,,
UP,Handewadigaon,हांडेवाडीगांव,,,,,
UP,Sanketvihar,संकेतविहार,,,,,
UP,Autadewadi Phata,औताडेवाडी फाटा,,,,,
UP,Holkarwadi,होळकरवाडी,,,,,
UP,SRP,एसआर पी,,,,,
UP,Andh Shala Ramtekdi,अंध शाळा रामटेकडी ,,,,,
UP,Annabhau Sathe Udyan,अण्णाभाऊ साठे उद्यान,,,,,
UP,Mantri Niwas,मंत्री निवास,,,,,
UP,Mhada Colony,म्हाडा कॉलनी,,,,,
UP,New English School Sasanenagar,न्यू इंग्लिश स्कूल ससाणेनगर,,,,,
UP,Binavat Township,बिनावत टाऊनशिप,,,,,
UP,Sasane Hingne Township,ससाणे हिंगणे टाऊन शिप,,,,,
UP,Kale Padal,काळेपडळ,,,,,
UP,Anandrao Tupe Patil Vidyalay,आनंदराव तुपे पाटील विद्यालय,,,,,
UP,Dreamvilla Society,ड्रीमविला सोसायटी,,,,,
UP,Tukaidarshan,तुकाई दर्शन,,,,,
UP,Nirmal Township,निर्मल टाऊनशीप,,,,,
UP,Ganesh Mandir Kaleboratenagar,गणेश मंदिर काळे बोराटे नगर ,,,,,
UP,Kaleboratenagar,काळेबोराटेनगर,,,,,
UP,Railway Gate Sasanenagar,रेल्वे गेट ससाणेनगर ,,,,,
UP,Nhawlevasti,न्हावलेवस्ती,,,,,
UP,Papdevasti,पापडेवस्ती,,,,,
UP,Vishwakarma Mandir,विश्वकर्मा मंदिर,,,,,
UP,Indrayani Karyalay Kalebhoratenagar,इंद्रायणी कार्यालय काळे बोराटे नगर ,,,,,
UP,Yogeshwar Colony,योगेश्वर कॉलनी,,,,,
UP,Kashiwadi,काशिवाडी,,,,,
UP,Dhamalevasti Mundhwa,ढमालेवस्ती मुंढवा,,,,,
UP,Mundhwa Bypass,मुंढवा बायपास,,,,,
UP,Mundhwa Phata,मुंढवा फाटा,,,,,
UP,Badhevasti,बधेवस्ती,,,,,
UP,Keshavnagar Chowk,केशवनगर चौक,,,,,
UP,Om Hospital,ओम हॉस्पीटल,,,,,
UP,Ganeshnagari,गणेशनगरी,,,,,
UP,Lonkarnagar,लोणकरनगर,,,,,
UP,Ingalenagar,इंगळेनगर,,,,,
UP,Balajinagar Corner,बालाजीनगर कॉर्नर,,,,,
UP,Ghavtenagar,घावटेनगर,,,,,
UP,Vasantdada Sugar Institute,वसंतदादा शुगर इन्सीट्युट,,,,,
UP,Kunjirvasti,कुंजीरवस्ती,,,,,
UP,Giridhar Bhavan,गिरिधर भवन,,,,,
UP,Sant Namdev Vidyalay,संत नामदेव विद्यालय,,,,,
UP,Maharshinagar,महर्षीनगर,,,,,
UP,Mukundnagar,मुकुंदनगर,,,,,
UP,Ahireshwarwadi,अहिरेश्वरवाडी,,,,,
UP,Kirloskar Press,किर्लोस्कर प्रेस,,,,,
UP,Mount Carmel School,माऊंट कॉन्व्हेंट स्कूल,,,,,
UP,Defence Colony,डिफेंन्स कॉलनी,,,,,
UP,Sadesatranali,साडेसतरानळी,,,,,
UP,Lakudvasti,लाकूडवस्ती,,,,,
UP,Vitthal Mandir Hadapsar,विठ्ठल मंदीर हडपसर ,,,,,
UP,Sadu Nanavasti,सादू नानावस्ती,,,,,
UP,Tupemala,तुपेमळा,,,,,
UP,Sadhana Vidyalay,साधना विद्यालय,,,,,
UP,Smashan Bhumi Rasta,स्माशान भूमी रस्ता,,,,,
UP,Navin Hind Highschool,नवीन हिंद हायस्कूल,,,,,
UP,Ghokhale Hall,गोखले हॉल,,,,,
UP,Shikshak Society,शिक्षक सोसायटी,,,,,
UP,Vilas Nandgude Niwas,विलास नांदगुडे निवास,,,,,
UP,Nandgude Shala,नांदगुडे शाळा,,,,,
UP,Choundhe Shala,चौंधे शाळा,,,,,
UP,Vishalnagar,विशालनगर,,,,,
UP,Malnagar,माळनगर,,,,,
UP,Vadkinala,वडकी नाला,,,,,
UP,Sakal Office Vadaki,सकाळ ऑफिस वडकी,,,,,
UP,Mile Dagad Kramank 19 Diveghat,मैन दगड क्र19 दिवेघाट ,,,,,
UP,Mile Dagad Kramank 21 Diveghat,मैल दगड क्र21 दिवेघाट ,,,,,
UP,Zendewadi,झेंडेवाडी,,,,,
UP,Kalewadi,काळेवाडी,,,,,
UP,Dhumewadi,ढुमेवाडी,,,,,
UP,ITI Saswad Road,आय.टी.आय. सासवड रोड,,,,,
UP,Divegaon,दिवेगांव,,,,,
UP,Pawarwadi,पवारवाडी,,,,,
UP,Jakat Naka Saswad,जकात नाका सासवड,,,,,
UP,Kirloskar Company,किर्लोसकर कंपनी,,,,,
UP,Waghere College,वाघिरे कॉलेज,,,,,
UP,ST Stand Saswad,एसटी स्टॅण्ड,,,,,
UP,Police Chowky,पोलीस चौकी,,,,,
UP,Saswad,सासवड,,,,,
UP,Savtamali Mandir,सावतामाळी मंदिर,,,,,
UP,Sahkarnagar,सहकारनगर,,,,,
UP,Dashbhuja Ganpati,दशभुजा गणपती,,,,,
UP,Lakshminagar Police Chowky,लक्ष्मीनगर पोलीस चौकी,,,,,
UP,Pahadi Dawakhana,पहाडी दवाखाना,,,,,
UP,Parvatigaon,पर्वतीगांव,,,,,
UP,Mitra Mandal Sabhagruha,मित्र मंडळ सभागृह,,,,,
UP,Rajaram Gas,राजाराम गॅस ,,,,,
UP,Bharati Vidyapeeth Shala,भारती विद्यापीठ शाळा,,,,,
UP,Bharati Vidyapeeth,भारती विद्यापीठ गेट,,,,,
UP,Chintamani School,चिंतामणी स्कूल,,,,,
UP,Mahendra Market,महेंद्र मार्केट,,,,,
UP,Samudri Society,समुद्री सोसायटी,,,,,
UP,Nilgiri Society,निलगीरी सोसायटी,,,,,
UP,Pawan Society,पवन सोसायटी,,,,,
UP,Avadhoot Society,अवधूत सोसायटी,,,,,
UP,Saisiddhi,साईसिध्दी,,,,,
UP,Mangdenagar,मांगडेनगर,,,,,
UP,Narayaninagar,नारायणीनगर,,,,,
UP,Chintamani Dnyanpith,चिंतामणी ज्ञानपीठ,,,,,
UP,Dhanwantari Hospital,धनवंतरी हॉस्पीटल,,,,,
UP,Ganeshnagar Ambegaon Pathar,गणेशनगर आंबेगांव पठार ,,,,,
UP,Ambegaon Pathar Corner,आंबेगांव पठार कॉर्नर,,,,,
UP,Mohannagar Dhankawadi,मोहननगर धनकवडी ,,,,,
UP,Shivshankar Society,शिवशंकर सोसायटी,,,,,
UP,Rajmudra Society,राजमुद्रा सोसायटी,,,,,
UP,Gulabnagar,गुलाबनगर,,,,,
UP,Daulatnagar Dhankawadi Road,दौलतनगर धनकवडी रोड ,,,,,
UP,Laxminarayan Talkies,लक्ष्मीनारायण टॉकीज,,,,,
UP,Bharati Vidyapeeth Hostel,भारती विद्यापीठ होस्टेल,,,,,
UP,Dnyaneshwar Society,ज्ञानेश्र्वर सोसायटी,,,,,
UP,Dattawadi,दत्तवाडी,,,,,
UP,Dattawadi Mhasoba Chowk,दत्तवाडी म्हसोबा चौक,,,,,
UP,Abhinav Institute,अभिनव इन्स्टिटयूट,,,,,
UP,Karve Bungalow,कर्वे बंगला,,,,,
UP,Film Institute,फिल्म इन्स्टियुट,,,,,
UP,Bhandarkar Road,भांडारकर रोड,,,,,
UP,Gujarwadi Phata,गुजरवाडी फाटा,,,,,
UP,Sai Industries,साई इंडस्ट्रीज कंपनी,,,,,
UP,Ajay Niwas,अजय निवास,,,,,
UP,Shivshankar Super Market,शिवशंकर सूपर मार्केट,,,,,
UP,Aswee Trading Company,आस्वी ट्रेडिंग कंपनी,,,,,
UP,Khadi Machine Gujarwadi,खडी मशिन गुजरवाडी,,,,,
UP,Gujarwadi,गुजरवाडी,,,,,
UP,Jambhulwadi,जांभूळवाडी,,,,,
UP,Jambhulakaravasti,जांभुळकरवस्ती,,,,,
UP,Pimplekarvasti,पिंपळेकरवस्ती,,,,,
UP,Dattamandir Jambhulwadi Road,दत्तमंदिर जांभूळवाडी रोड,,,,,
UP,Lipanevasti,लिपाणेवस्ती,,,,,
UP,Ambegaon Phata,आंबेगांव फाटा,,,,,
UP,Shaninagar,शनिनगर,,,,,
UP,Telco Colony,टेल्को कॉलनी,,,,,
UP,Dattanagar Katraj Road,दत्तनगर कात्रज रोड ,,,,,
UP,Maruti Mandir Dattanagar,मारुती मंदिर दत्तनगर,,,,,
UP,Santoshnagar,संतोषनगर,,,,,
UP,Chakankarmala,चाकणकरमळा,,,,,
UP,Poultry Farm Desai,पोल्ट्री फार्म देसाई,,,,,
UP,Balewadigaon,बालेवाडीगांव,,,,,
UP,Bharat English School,भारत इंग्लीश स्कूल,,,,,
UP,Balewadi Depot,बालेवाडी डेपो,,,,,
UP,Ammunition Canteen,अम्युनिशन कॅन्टीन,,,,,
UP,HEMRL Company,एचइएमआ एल कंपनी,,,,,
UP,Jilha Parishad,जिल्हा परिषद,,,,,
UP,Kamala Nehru Hospital,कमला नेहरु हॉस्पिटल,,,,,
UP,Gavkos Maruti,गावकोस मारुती,,,,,
UP,Dagadi Nagoba,दगडी नागोबा,,,,,
UP,Rakshalekha Society,रक्षलेखा सोसायटी,,,,,
UP,Mile Dagad Kramank 8 Bavdhan Ghat,मैल दगड क्र 8 बावधान घाट ,,,,,
UP,Rajwade Bungalow,राजवाडे बंगला,,,,,
UP,Dagadevasti,दगडेवस्ती,,,,,
UP,Bhagwatvasti,भागवतवस्ती,,,,,
UP,Deshmukhvasti,देशमुखवस्ती,,,,,
UP,Mariaai Mandir,मरीआई मंदिर,,,,,
UP,Daulat Garden,दौलत गार्डन,,,,,
UP,Bhugaon,भूगांव,,,,,
UP,Chutkevasti,चुटकेवस्ती,,,,,
UP,Matalwadi Bhugaon,माताळवाडी भूगाव,,,,,
UP,Tangde Bandhumala,तांगडे बंधू मळा,,,,,
UP,Mile Dagad Kramank 18 Bhukum,मैल दगड क्रं 18 भूकूम,,,,,
UP,Shell Petrol Pump,सेल पेट्रोल पंप,,,,,
UP,Bhukum,भूकूम,,,,,
UP,Bandal Farm,बांदल फार्म,,,,,
UP,Bhukum Ashram,भूकूम आश्रम,,,,,
UP,Mile Dagad Kramank 21 Pirangutghat,मैल दगड क्रं 21 पिंरगुटघाट ,,,,,
UP,Mile Dagad Kramank 22 Pirangutghat,मैल दगड क्र. 22 पिंरगुटघाट ,,,,,
UP,Lavle Phata,लवळे फाटा,,,,,
UP,Pirangut,पिंरगुट,,,,,
UP,Oskar Company,ऑस्कर कंपनी ,,,,,
UP,Minilec Company,मिनिलेक कंपनी,,,,,
UP,Kirloskar,किर्लोस्कर,,,,,
UP,GF Filters,जीएफ फिल्टर्स,,,,,
UP,Ravle Bungalow,रवळे बंगला,,,,,
UP,Urawdegaon,उरवडेगांव,,,,,
UP,Lal Ghar,लाल घर,,,,,
UP,Dattamandir Marnewadi Road,दत्तमंदिर मानेवाडी रोड,,,,,
UP,Marnewadi,मारणेवाडी,,,,,
UP,Shindewadi Paud Road,शिंदेवाडी पौड रोड,,,,,
UP,Kasar Amboli,कासार अंबोली,,,,,
UP,Cable Company,केबल कंपनी,,,,,
UP,Sutarwadi Paud Road,सुतारवाडी पौड रोड,,,,,
UP,Dattamandir Paud Road,दत्तमंदिर पौड रोड,,,,,
UP,Sanakta Company,सानकता कंपनी,,,,,
UP,Sant Company,सॅन्ट कंपनी,,,,,
UP,Balkawadevasti,बलकवडेवस्ती,,,,,
UP,Vitthalwadi Phata,विठ्ठलवाडी फाटा,,,,,
UP,Forest Office Road,फोरेस्ट ऑफिस रोड,,,,,
UP,Manik Press Road,माणिक प्रेस रोड,,,,,
UP,ST Stand Paud,एस.टी. स्टँड पौड,,,,,
UP,Shasakiya Vishramgruha Paudgaon,शासकीय विश्रामगृह पौंडगांव,,,,,
UP,Gul Aali,गूळ आळी,,,,,
UP,Jain Mandir Guruwar Peth,जैन मंदीर गुरुवार पेठ ,,,,,
UP,Subhanshah Darga,सुभानशाह दर्गा,,,,,
UP,Housing Board Corner,हौसिंग बोर्ड कॉर्नर,,,,,
UP,M 23,एम 23,,,,,
UP,Moze Vidyalay Samtanagar,मोझे शाळा समतानगर,,,,,
UP,Maharashtra Housing Board Samtanagar,महाराष्ट्र हौसिंग बोर्ड (समतानगर),,,,,
UP,Khese Park,खेसे पार्क,,,,,
UP,Fadke Haud,फडके हौद,,,,,
UP,Tapkirnagar Charholi,तापकिर नगर चऱ्होली,,,,,
UP,Vitbhatti Charholi,विटभट्टी चऱ्होली ,,,,,
UP,Dabhadevasti Charholi,दाभाडेवस्ती चऱ्होली ,,,,,
UP,Charholigaon,चऱ्होलीगांव,,,,,
UP,Shroff Chowk,श्रॉफ चौक,,,,,
UP,Paranjpe Scheme Baner,परांजपे स्कीम बाणेर ,,,,,
UP,Beverley House Baner,बेवर्ली हाऊस बाणेर,,,,,
UP,Govind Mangal Karyalay,गोविंद मंगल कार्यालय,,,,,
UP,Sandhyanagar,संध्यानगर,,,,,
UP,Someshwarwadi,सोमेश्वरवाडी,,,,,
UP,Kohima line,कोईमा लाईन,,,,,
UP,B Sub Depot,बी सब डेपो,,,,,
UP,Kendriya Vidyalay Dehu Road,केंद्रीय विद्यालय देहू रोड,,,,,
UP,Garden City,गार्डन सिटी,,,,,
UP,CISV,सीआयएसव्ही,,,,,
UP,Dehuroad Station,देहू रोड स्टेशन,,,,,
UP,Dehugaon Phata,देहूगाव फाटा,,,,,
UP,Ashoknagar Dehu,अशोक नगर देहू ,,,,,
UP,Chincholi,चिंचोली,,,,,
UP,Mahadev Mandir Paduka,महादेव मंदीर पादुका,,,,,
UP,COD,सीओडी,,,,,
UP,Tukarampark,तुकाराम पार्क,,,,,
UP,COD Corner,सीओडी कॉर्नर,,,,,
UP,Zendemala,झेंड मळा,,,,,
UP,Malwadi Dehu,माळवाडी देहू,,,,,
UP,Dehu Grampanchayat,देहू ग्रामपंचायत,,,,,
UP,Dehugaon,देहूगांव,,,,,
UP,Nagarpalika Office,नगरपालिका ऑफिस,,,,,
UP,Dnyaneshwar Bhint,ज्ञानेश्र्वर भिंत,,,,,
UP,Vitthalbaba Darga,विठ्ठलबाबा दर्गा,,,,,
UP,Devpari Maharaj Mandir,देवपरी महाराज मंदिर,,,,,
UP,Thakurvasti,ठाकूर वस्ती,,,,,
UP,Sai Complex,साई कॉम्प्लेक्स,,,,,
UP,Richards Company,रिर्चड कंपनी,,,,,
UP,Shivam Industries,शिवम इंडस्ट्रीज,,,,,
UP,Steel Tube Company,स्‍टील टयुब कंपनी,,,,,
UP,Gavhanevasti Bahul Road,गव्हाणेवस्ती बहूळ रोड ,,,,,
UP,Pawarvasti Wadgaonghenan,पवारवस्ती वडगांव घेनंद ,,,,,
UP,Moshi Phata,मोशी फाटा,,,,,
UP,Vadgaon Ghenand Shala,वडगांव घेनंद शाळा,,,,,
UP,Khandoba Mandir Wadgaonghenand,खंडोबा मंदिर वाडगावघेनंद,,,,,
UP,Koyali Phata,कोयाळी फाटा,,,,,
UP,Shelgaon,शेलगांव,,,,,
UP,Chakan Phata,चाकण फाटा,,,,,
UP,Shell Pimpalgaon,शेल पिंपळगांव,,,,,
UP,Krushi Utpanna Bazar Samiti,कृषी उत्पन्न बाजार समिती,,,,,
UP,Rajasthan Hotel,राजस्थान हॉटेल,,,,,
UP,Lokhandi Darwaja,लोखंडी दरवाजा,,,,,
UP,Chincholi Phata,चिंचोली फाटा,,,,,
UP,Mohitewadi,मोहितेवाडी,,,,,
UP,Bahulgaon Phata,बहुळगांव फाटा,,,,,
UP,Subhash Vidyalay,सुभाष विद्यालय,,,,,
UP,Bahulgaon,बहुळगाव,,,,,
UP,Dhankawadi,धनकवडी,,,,,
UP,Ghotwadegaon Phata,घोटावडे गांव फाटा,,,,,
UP,Hotel Rajyog,हॉटेल राजयोग,,,,,
UP,Dimpal Chemicals,डिम्पल केमिकल्स,,,,,
UP,Shewalwadi Rehe,शेवाळवाडी रिहे,,,,,
UP,Rihe Phata,रिहे फाटा,,,,,
UP,Saibaba Mandir Materewadi,साईबाबा मंदीर मातेरे वाडी,,,,,
UP,Materewadi,मातेरेवाडी,,,,,
UP,Materevasti,मातेरेवस्ती,,,,,
UP,Poultry Farm Rehe,पोल्ट्री फार्म रिहे,,,,,
UP,Rihegaon,रिहेगांव,,,,,
UP,Vitbhatti Rehe,विटभट्टी रिहे,,,,,
UP,Padalgharwadi,पडळघर वाडी,,,,,
UP,Farm House Khamboli Road,फॉर्म हाऊस खाम्बोली रोड ,,,,,
UP,Rasalwadi Phata,रसाळवाडी फाटा,,,,,
UP,Kemsewadi Shala,केमसेवाडी स्कुल,,,,,
UP,Kemsewadi,केमसेवाडी,,,,,
UP,Jawalgaon,जवळगांव,,,,,
UP,Pimpavali Phata,पिंपवली फाटा,,,,,
UP,Nishigandha Farm,निशीगंधा फॉर्म,,,,,
UP,Mohol Vidyalay,मोहोळ विद्यालय,,,,,
UP,Khamboli,खांबोली,,,,,
UP,Rasawadi Phata,रसाळवाडी फाटा,,,,,
UP,Warje Hanuman Chowk,"वारजे, हनुमान चौक",,,,,
UP,Dattanagar Warje Malwadi,दत्तनगर वारजे माळवाडी,,,,,
UP,Industrial Society,इंडस्ट्रियल सोसायटी,,,,,
UP,Sahyadri English Medium School,सह्याद्री इंग्लिश मेडियम स्कुल,,,,,
UP,Savarkar Bhavan,सावरकर भवन,,,,,
UP,Dahanukar Colony,डहाणूकर कॉलनी,,,,,
UP,Colony Number 10,१० नंबर कॉलनी,,,,,
UP,Anusaya Enclave,अनुसया एनकलेव,,,,,
UP,Shelarvasti Vanawadi,शेलारवस्ती वानवडी ,,,,,
UP,Kedarinagar,केदारीनगर,,,,,
UP,Kedarinagar Corner,केदारीनगर कॉर्नर,,,,,
UP,Katraj Peshve Talav,कात्रज पेशवे तलाव,,,,,
UP,Rajas Society,राजस सोसायटी,,,,,
UP,Pragati Udyan,प्रगती उद्यान,,,,,
UP,Ganga Ocean Park,गंगा ओशन पार्क,,,,,
UP,Lake Town Gate Number 2,लेकटाऊन गेट नं. 2,,,,,
UP,Lake Town Gate Number 1,लेकटाऊन गेट नं. 1,,,,,
UP,Mahalaxminagar Corner,महालक्ष्मीनगर कॉर्नर,,,,,
UP,Chakradhar Shala,चक्रधर शाळा,,,,,
UP,Wondercity,वंडरसिटी,,,,,
UP,Kondhwa Bk Corner,कोंढवा बु . कॉर्नर,,,,,
UP,NIBM Corner,एनआयबीएम कॉर्नर,,,,,
UP,Indira Vasahat,इंदिरा वसाहत,,,,,
UP,Mangdewadi Petrol Pump,मांगडेवाडी पेट्रोल पंप,,,,,
UP,Mangdewadi Phata,मांगडेवाडी फाटा,,,,,
UP,Bhilarewadi,भिलारेवाडी,,,,,
UP,Stage Kramank 6,स्टेज क्रमांक सहा,,,,,
UP,Stage Kramank 7,स्टेज क्रमांक सात,,,,,
UP,Waghjai Mandir,वाघजाई मंदीर,,,,,
UP,Daak Bungalow,डाक बंगला,,,,,
UP,Ghat Utar Valan,घाटउतार वळण,,,,,
UP,Gogalwadi Phata,गोगलवाडी फाटा,,,,,
UP,Shindewadi Satara Road,शिंदेवाडी,,,,,
UP,Sasewadi Phata,ससेवाडी फाटा,,,,,
UP,Velu Phata,वेळू फाटा,,,,,
UP,Grand Hotel,ग्रॅड हॉटेल,,,,,
UP,Shivapurbaug,शिवापूरबाग,,,,,
UP,Kodhanpur Phata,कोढंणपूर फाटा,,,,,
UP,Khed Shivapur,खेड शिवापुर,,,,,
UP,Ovhalvasti,ओव्हाळ वस्ती,,,,,
UP,Shreeramnagar,श्रीरामनगर,,,,,
UP,Landgemala,लांडगेमळा,,,,,
UP,Shivapurwada,शिवापूरवाडा,,,,,
UP,Prathamik Arogya Kendra,प्राथमिक आरोग्य केंद्र,,,,,
UP,Gulnur Farm,गुलनुर फार्म,,,,,
UP,Chillal Masala Company,चिल्लाळ मसाला कंपनी,,,,,
UP,Arvi Phata,आर्वी फाटा,,,,,
UP,Poultry Farm Kandhare,पोल्ट्री फार्म कंधारे,,,,,
UP,Kondhanpur,कोंढणपुर,,,,,
UP,Jilha Parishad Shala,जिल्हा परिषद शाळा,,,,,
UP,Tale Male,तळे माळे,,,,,
UP,Shivtharwadi,शिवतरवाडी,,,,,
UP,Shivtarwadi Phata,शिवतरवाडी फाटा,,,,,
UP,Mordari Phata,मोरदरी फाटा,,,,,
UP,Vitbhatti Shivtarwadi,विटभट्टी शिवतरवाडी,,,,,
UP,Peth,पेठ,,,,,
UP,Bhilarewadi Kalyan,भिलारवाडी कल्याण,,,,,
UP,Kalyangaon,कल्याणगांव,,,,,
UP,Bauddhavasti,बौद्धवस्ती,,,,,
UP,Rahatwadegaon,रहाटवडेगांव,,,,,
UP,Avsarwadi,अवसरवाडी,,,,,
UP,Shriramnagar,श्रीरामनगर,,,,,
UP,Dattamandir Shivapurgaon,दत्तमंदिर शिवापूरगाव,,,,,
UP,Shinde Farm Khusgaon,शिंदे फार्म कुसगाव,,,,,
UP,Gaikwadvasti Shivapurgaon,गायकवाड वस्ती शिवापूरगाव,,,,,
