BRTS,321A-U,321A-U-17,17,Shivar Chowk,शिवार चौक,18.594907,73.788771,5,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-18,18,Sai Chowk Pimple Saudagar,साई चौक पिंपळे  सौदागर,18.593067,73.785864,5,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-19,19,Jagtap Dairy,जगताप डेअरी,18.593295,73.784213,5,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-20,20,Shivraj Nagar,शिवराज  नगर,18.599417,73.780394,6,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-21,21,Kalewadi Phata,काळेवाडी फाटा,18.603849,73.777460,6,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-22,22,Nisarga Society,निसर्ग  सोसायटी,18.598388,73.774402,6,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-23,23,Ma Na Pa Shala Wakad,मनपा शाळा वाकड,18.594519,73.773660,6,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-24,24,Mankar Chowk,मानकर चौक,18.590416,73.773380,7,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-25,25,Mount Vert Society Wakad,माऊंट व्हर्ट सोसायटी वाकड ,18.590136,73.769824,7,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-26,26,Wakad Chowk,वाकड चौक,18.592292,73.761924,7,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-27,27,Sawtamali Mandir,सावतामाळी मंदिर,18.591750,73.754530,7,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-28,28,Hinjawadi Jakat Naka,हिंजवडी जकात नाका,18.595850,73.740270,8,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-29,29,Shivaji Chowk Hinjawadi,शिवाजी चौक हिंजवडी,18.590952,73.738890,8,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-30,30,Infosys Phase 1,इन्फोसिसिफेज 1,18.586293,73.733322,9,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-31,31,Siemens,सिमेन्स,18.591000,73.732934,9,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-32,32,Bank Of Maharashtra Hinjawadi,बँक ऑफ महाराष्ट्र,18.594083,73.729656,9,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-33,33,Tata Johnsan,टाटा जॉन्सन,18.594354,73.728016,9,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-34,34,Wipro Company Circle,विप्रो कंपनी सर्कल,18.596842,73.718571,10,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-35,35,EmCure,एमक्युअर,18.595943,73.713016,10,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-36,36,Infosys Phase 2,इन्फोसीस फेज 2,18.593672,73.708373,11,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-37,37,Power House Hinjawadi,पॉवर हाऊस हिंजवडी, 18.58916,73.705160,11,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-38,38,Tata Motors,टाटा मोटर्स,18.586665,73.699956,12,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-39,39,Tech Mahindra,टेक महेंद्रा,18.581215,73.687763,12,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-40,40,Hinjawadi Maan Phase 3,हिंजवडी माण फेज ३,18.576539,73.688389,13,,,,,,,,,,,,,,,,
BRTS,321-D,321-D-01,1,Hinjawadi Maan Phase 3,हिंजवडी माण फेज ३,18.576553,73.688178,1,,,,,,,,,,,,,,,,
BRTS,321-D,321-D-02,2,Tech Mahindra,टेक महेंद्रा,18.581016,73.687704,1,,,,,,,,,,,,,,,,
BRTS,321-D,321-D-03,3,Tata Motors,टाटा मोटर्स,18.586860,73.700098,2,,,,,,,,,,,,,,,,
BRTS,321-D,321-D-04,4,Power House Hinjawadi,पॉवर हाऊस हिंजवडी,18.588990,73.705400,2,,,,,,,,,,,,,,,,
BRTS,321-D,321-D-05,5,Infosys Phase 2,इन्फोसीस फेज 2,18.593741,73.708210,3,,,,,,,,,,,,,,,,
BRTS,321-D,321-D-06,6,EmCure,एमक्युअर,18.595900,73.712470,3,,,,,,,,,,,,,,,,
